"Status","Year","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","HM Courts and Tribunals Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Home Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","AA/AO","70","[c]","19750","19010"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","EO","15","[c]","27580","27140"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","G6/G7","10","[c]","55970","55730"
"Leaver CS","2023","Property","Ministry of Defence (excl. agencies)","SEO/HEO","85","[c]","37750","35020"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Ministry of Justice (excl. agencies)","SEO/HEO","15","[c]","39500","41510"
"Leaver CS","2023","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","AA/AO","25","[c]","25570","25820"
"Leaver CS","2023","Property","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scottish Prison Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","AA/AO","75","[c]","22540","22520"
"Leaver CS","2023","Property","Valuation Office Agency","EO","55","[c]","27480","27000"
"Leaver CS","2023","Property","Valuation Office Agency","G6/G7","20","[c]","61980","58620"
"Leaver CS","2023","Property","Valuation Office Agency","SEO/HEO","90","[c]","43280","45750"
"Leaver CS","2023","Property","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","AA/AO","30","[c]","21370","21720"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","EO","20","[c]","25700","25030"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","G6/G7","15","[c]","57140","56140"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","SEO/HEO","55","[c]","35550","34320"
"Leaver CS","2023","Security","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","AA/AO","560","[c]","29160","27350"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","EO","70","[c]","37780","34240"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","SEO/HEO","50","[c]","47220","46470"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","AA/AO","10","[c]","22070","22150"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","SEO/HEO","45","[c]","30190","29250"
"Leaver CS","2023","Unknown","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","AA/AO","15","[c]","19330","19280"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","G6/G7","25","[c]","55110","49260"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","SEO/HEO","30","[c]","35070","30650"
"Leaver CS","2023","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","EO","30","[c]","20000","18300"
"Leaver CS","2023","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","35","[c]","23350","21690"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","EO","25","[c]","25630","27570"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","30","[c]","59790","58230"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","45","[c]","39470","39140"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","EO","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","155","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","185","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","G6/G7","15","[c]","75010","79110"
"Leaver CS","2023","Unknown","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","SEO/HEO","15","[c]","38080","34730"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","135","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","AA/AO","65","[c]","26580","26220"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","EO","20","[c]","33770","33260"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","SEO/HEO","25","[c]","43860","41500"
"Leaver CS","2023","Unknown","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","EO","30","[c]","28380","27840"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","50","[c]","63660","64720"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","25","[c]","87610","86600"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","45","[c]","37980","40450"
"Leaver CS","2023","Unknown","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","AA/AO","15","[c]","25060","24890"
"Leaver CS","2023","Unknown","National Records of Scotland","EO","10","[c]","29900","29100"
"Leaver CS","2023","Unknown","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","SEO/HEO","15","[c]","38070","38330"
"Leaver CS","2023","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","10","[c]","20310","19750"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","EO","35","[c]","26390","26000"
