"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Submarine Delivery Agency","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Submarine Delivery Agency","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Teaching Regulation Agency","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Transport Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Debt Management Office","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","London","75","[c]","35960","33330"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Health Security Agency","Department of Health and Social Care","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Hydrographic Office","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","UK Statistics Authority","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Supreme Court","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Valuation Office Agency","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Vehicle Certification Agency","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Vehicle Certification Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Vehicle Certification Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Water Services Regulation Authority","Water Services Regulation Authority","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Government (excl. agencies)","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Government (excl. agencies)","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Government (excl. agencies)","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Revenue Authority","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Wilton Park","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Accountant in Bankruptcy","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Attorney General's Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Building Digital UK","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Central Civil Service Fast Stream","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Central Civil Service Fast Stream","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
