"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","EO","50","50","26760","25900"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","G7","75","75","53460","51360"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","HEO","50","50","32140","30330"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","SEO","75","75","38630","37590"
"In post","2023","Unknown","Digital, Data & Technology","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","30","30","49900","49400"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for International Trade","SEO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","EO","50","50","28640","28120"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","G7","80","80","57700","57280"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","HEO","65","65","34440","34170"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","SEO","110","110","41980","41480"
"In post","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Licensing Agency","SEO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","EO","15","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Driver and Vehicle Standards Agency","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Education and Skills Funding Agency","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","G7","45","45","52740","52970"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","60","60","36820","36930"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","65","65","44130","43810"
"In post","2023","Unknown","Digital, Data & Technology","Government Actuary's Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Courts and Tribunals Service","SEO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","AA","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","EO","80","75","30540","30710"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","HEO","60","55","38910","39460"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Land Registry","SEO","40","35","44940","44130"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","AO","15","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","EO","155","150","28550","28000"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G6","35","35","71400","71300"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","G7","155","150","57970","57970"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HEO","330","325","35590","35000"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","SEO","255","250","42970","42510"
"In post","2023","Unknown","Digital, Data & Technology","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Health and Safety Executive","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
