"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","G7","Female","60","[c]","55960","55720"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","G7","Male","50","[c]","57940","56080"
"Leaver Dept.","2023","Ministry of Justice","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","HEO","Female","170","[c]","33420","34260"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","HEO","Male","105","[c]","34180","34260"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","SEO","Female","160","[c]","41810","41750"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","SEO","Male","90","[c]","42040","42060"
"Leaver Dept.","2023","Ministry of Justice","Unknown","Unknown","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Unknown","Unknown","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","EO","EO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","G6/G7","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","G6/G7","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","SEO/HEO","HEO","Female","55","[c]","31750","31440"
"Leaver Dept.","2023","UK Statistics Authority","SEO/HEO","HEO","Male","30","[c]","31450","31060"
"Leaver Dept.","2023","UK Statistics Authority","SEO/HEO","SEO","Female","35","[c]","38860","37820"
"Leaver Dept.","2023","UK Statistics Authority","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
