"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Human Resources","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","HM Treasury (excl. agencies)","G6/G7","10","10","58920","54440"
"In post","2023","50-59","Human Resources","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Health and Safety Executive","EO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Health and Safety Executive","G6/G7","15","15","57630","55320"
"In post","2023","50-59","Human Resources","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Health and Safety Executive","SEO/HEO","15","15","39290","40790"
"In post","2023","50-59","Human Resources","Home Office","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Home Office","EO","20","20","29320","30000"
"In post","2023","50-59","Human Resources","Home Office","G6/G7","55","55","61270","59510"
"In post","2023","50-59","Human Resources","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Home Office","SEO/HEO","75","70","39560","39000"
"In post","2023","50-59","Human Resources","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Met Office","G6/G7","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Met Office","SEO/HEO","15","15","35230","37420"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","AA/AO","195","180","22330","22220"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","EO","600","595","29140","27740"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","G6/G7","115","110","62420","60310"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","SEO/HEO","605","595","40340","36920"
"In post","2023","50-59","Human Resources","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","AA/AO","15","10","22630","21780"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","EO","20","20","27400","27170"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","G6/G7","70","70","60420","59590"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","SEO/HEO","200","195","36870","36850"
"In post","2023","50-59","Human Resources","Ministry of Justice (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","National Crime Agency","G6/G7","10","10","65610","61240"
"In post","2023","50-59","Human Resources","National Crime Agency","SEO/HEO","40","35","43550","42240"
"In post","2023","50-59","Human Resources","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","10","60580","60040"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Planning Inspectorate","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Prison Service","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Prison Service","EO","15","15","37260","37060"
"In post","2023","50-59","Human Resources","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Prison Service","SEO/HEO","25","25","44800","42590"
"In post","2023","50-59","Human Resources","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Submarine Delivery Agency","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Human Resources","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","The Insolvency Service","SEO/HEO","15","15","42180","45340"
"In post","2023","50-59","Human Resources","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Health Security Agency","G6/G7","15","15","55960","53520"
"In post","2023","50-59","Human Resources","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Health Security Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","EO","10","10","25600","25100"
"In post","2023","50-59","Human Resources","UK Statistics Authority","G6/G7","10","10","55590","53960"
"In post","2023","50-59","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Statistics Authority","SEO/HEO","20","20","35300","36030"
"In post","2023","50-59","Human Resources","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Valuation Office Agency","G6/G7","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Valuation Office Agency","SEO/HEO","25","25","36350","34220"
"In post","2023","50-59","Human Resources","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Government Internal Audit Agency","G6/G7","65","60","59580","59310"
"In post","2023","50-59","Internal Audit","Government Internal Audit Agency","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","Government Internal Audit Agency","SEO/HEO","60","55","42960","43070"
"In post","2023","50-59","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Prison and Probation Service","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Prison and Probation Service","SEO/HEO","20","20","52380","53200"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO/HEO","15","15","44060","44630"
"In post","2023","50-59","Internal Audit","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Maritime and Coastguard Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence (excl. agencies)","EO","10","10","28550","27470"
"In post","2023","50-59","Internal Audit","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Ministry of Defence (excl. agencies)","SEO/HEO","30","30","40280","41000"
"In post","2023","50-59","Internal Audit","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
