"Status","Year","Organisation","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Prison and Probation Service","London","G7","Male","90","90","68690","70970"
"In post","2023","HM Prison and Probation Service","London","HEO","Female","300","290","38170","36740"
"In post","2023","HM Prison and Probation Service","London","HEO","Male","260","250","41770","43060"
"In post","2023","HM Prison and Probation Service","London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","HM Prison and Probation Service","London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","London","SEO","Female","265","260","51850","52360"
"In post","2023","HM Prison and Probation Service","London","SEO","Male","205","200","53700","54430"
"In post","2023","HM Prison and Probation Service","London","Unknown","Female","1740","1640","34980","33050"
"In post","2023","HM Prison and Probation Service","London","Unknown","Male","655","630","35660","33050"
"In post","2023","HM Prison and Probation Service","North East (England)","AA","Female","215","200","23230","23230"
"In post","2023","HM Prison and Probation Service","North East (England)","AA","Male","180","165","23230","23230"
"In post","2023","HM Prison and Probation Service","North East (England)","AO","Female","675","625","29200","29630"
"In post","2023","HM Prison and Probation Service","North East (England)","AO","Male","1010","945","31150","32060"
"In post","2023","HM Prison and Probation Service","North East (England)","EO","Female","155","145","31970","34170"
"In post","2023","HM Prison and Probation Service","North East (England)","EO","Male","265","250","34040","35710"
"In post","2023","HM Prison and Probation Service","North East (England)","G6","Female","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","G6","Male","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","G7","Female","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","G7","Male","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","HEO","Female","145","140","34760","32420"
"In post","2023","HM Prison and Probation Service","North East (England)","HEO","Male","130","115","38340","39720"
"In post","2023","HM Prison and Probation Service","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North East (England)","SEO","Female","95","90","48810","49570"
"In post","2023","HM Prison and Probation Service","North East (England)","SEO","Male","80","75","51880","53200"
"In post","2023","HM Prison and Probation Service","North East (England)","Unknown","Female","1005","940","29690","29050"
"In post","2023","HM Prison and Probation Service","North East (England)","Unknown","Male","310","295","30670","29050"
"In post","2023","HM Prison and Probation Service","North West (England)","AA","Female","385","345","23120","23230"
"In post","2023","HM Prison and Probation Service","North West (England)","AA","Male","380","350","23170","23230"
"In post","2023","HM Prison and Probation Service","North West (England)","AO","Female","1210","1130","28770","28880"
"In post","2023","HM Prison and Probation Service","North West (England)","AO","Male","1585","1505","30910","31510"
"In post","2023","HM Prison and Probation Service","North West (England)","EO","Female","310","295","31200","28480"
"In post","2023","HM Prison and Probation Service","North West (England)","EO","Male","510","470","33710","35710"
"In post","2023","HM Prison and Probation Service","North West (England)","G6","Female","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North West (England)","G6","Male","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North West (England)","G7","Female","35","35","64030","62360"
"In post","2023","HM Prison and Probation Service","North West (England)","G7","Male","25","25","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North West (England)","HEO","Female","295","285","34900","32420"
"In post","2023","HM Prison and Probation Service","North West (England)","HEO","Male","280","260","38820","40660"
"In post","2023","HM Prison and Probation Service","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North West (England)","SCS level","Male","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","North West (England)","SEO","Female","175","170","49380","50190"
"In post","2023","HM Prison and Probation Service","North West (England)","SEO","Male","165","155","50960","53200"
"In post","2023","HM Prison and Probation Service","North West (England)","Unknown","Female","2740","2580","29490","26840"
"In post","2023","HM Prison and Probation Service","North West (England)","Unknown","Male","880","835","30100","26840"
"In post","2023","HM Prison and Probation Service","Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Scotland","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","AA","Female","495","455","23290","23230"
"In post","2023","HM Prison and Probation Service","South East (England)","AA","Male","505","480","23770","23230"
"In post","2023","HM Prison and Probation Service","South East (England)","AO","Female","1440","1350","30070","30880"
"In post","2023","HM Prison and Probation Service","South East (England)","AO","Male","2020","1965","32430","32410"
"In post","2023","HM Prison and Probation Service","South East (England)","EO","Female","460","435","32320","31310"
"In post","2023","HM Prison and Probation Service","South East (England)","EO","Male","665","635","34550","35710"
"In post","2023","HM Prison and Probation Service","South East (England)","G6","Female","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","G6","Male","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","G7","Female","25","25","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","G7","Male","30","30","67450","68140"
"In post","2023","HM Prison and Probation Service","South East (England)","HEO","Female","350","335","35480","33200"
"In post","2023","HM Prison and Probation Service","South East (England)","HEO","Male","360","335","39660","40660"
"In post","2023","HM Prison and Probation Service","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South East (England)","SEO","Female","190","180","50670","53100"
"In post","2023","HM Prison and Probation Service","South East (England)","SEO","Male","185","180","52910","53200"
"In post","2023","HM Prison and Probation Service","South East (England)","Unknown","Female","1890","1730","30200","29050"
"In post","2023","HM Prison and Probation Service","South East (England)","Unknown","Male","550","515","30970","28470"
"In post","2023","HM Prison and Probation Service","South West (England)","AA","Female","225","200","22870","23230"
"In post","2023","HM Prison and Probation Service","South West (England)","AA","Male","225","205","23270","23230"
"In post","2023","HM Prison and Probation Service","South West (England)","AO","Female","640","585","28500","28880"
"In post","2023","HM Prison and Probation Service","South West (England)","AO","Male","1010","965","30690","30410"
"In post","2023","HM Prison and Probation Service","South West (England)","EO","Female","175","165","31130","28480"
"In post","2023","HM Prison and Probation Service","South West (England)","EO","Male","300","285","33350","35430"
"In post","2023","HM Prison and Probation Service","South West (England)","G6","Female","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","G6","Male","15","15","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","G7","Female","15","15","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","G7","Male","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","HEO","Female","160","145","34870","33200"
"In post","2023","HM Prison and Probation Service","South West (England)","HEO","Male","195","180","38380","39720"
"In post","2023","HM Prison and Probation Service","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","South West (England)","SEO","Female","110","105","49200","50350"
"In post","2023","HM Prison and Probation Service","South West (England)","SEO","Male","90","85","50980","52530"
"In post","2023","HM Prison and Probation Service","South West (England)","Unknown","Female","1280","1150","29450","26840"
"In post","2023","HM Prison and Probation Service","South West (England)","Unknown","Male","445","420","30750","26840"
"In post","2023","HM Prison and Probation Service","Unknown","AA","Female","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","AO","Female","15","15","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","AO","Male","25","25","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","AA","Female","130","120","22890","23230"
"In post","2023","HM Prison and Probation Service","Wales","AA","Male","105","95","23230","23230"
"In post","2023","HM Prison and Probation Service","Wales","AO","Female","375","355","27970","28880"
"In post","2023","HM Prison and Probation Service","Wales","AO","Male","600","570","30750","31510"
"In post","2023","HM Prison and Probation Service","Wales","EO","Female","120","120","30780","28480"
"In post","2023","HM Prison and Probation Service","Wales","EO","Male","190","180","33510","34170"
"In post","2023","HM Prison and Probation Service","Wales","G6","Female","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","G7","Female","20","20","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","G7","Male","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Wales","HEO","Female","140","135","34810","33200"
"In post","2023","HM Prison and Probation Service","Wales","HEO","Male","105","100","38110","38910"
"In post","2023","HM Prison and Probation Service","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
