"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Declared disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Charity Commission","SEO/HEO","10","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Companies House","AA/AO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Companies House","EO","10","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Companies House","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Companies House","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","10","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Commercial Service","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","EO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Prosecution Service","AA/AO","65","60","23320","22870"
"In post","2023","50-59","Declared disabled","Crown Prosecution Service","EO","80","70","29060","28850"
"In post","2023","50-59","Declared disabled","Crown Prosecution Service","G6/G7","175","160","61870","58820"
"In post","2023","50-59","Declared disabled","Crown Prosecution Service","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Crown Prosecution Service","SEO/HEO","60","55","36330","35300"
"In post","2023","50-59","Declared disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Electronics and Components Agency","EO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Electronics and Components Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Equipment and Support","AA/AO","45","40","22950","22870"
"In post","2023","50-59","Declared disabled","Defence Equipment and Support","EO","30","30","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Equipment and Support","G6/G7","80","75","58030","55550"
"In post","2023","50-59","Declared disabled","Defence Equipment and Support","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Equipment and Support","SEO/HEO","225","220","39380","40170"
"In post","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","EO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","G6/G7","130","125","53880","49260"
"In post","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","60","60","36650","39890"
"In post","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","45","45","61020","60430"
"In post","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","50","50","40440","41360"
"In post","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","G6/G7","70","70","57910","56030"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","100","95","36850","37590"
"In post","2023","50-59","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","80","80","54720","54330"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","105","100","36040","37300"
"In post","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for International Trade","G6/G7","20","20","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for International Trade","SEO/HEO","25","25","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","30","30","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","35","35","35880","36280"
"In post","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","20","15","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","2060","1755","21980","21690"
"In post","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","3625","3255","28760","28120"
"In post","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","210","200","56230","52610"
"In post","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","945","905","36570","34970"
"In post","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","25","25","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","50-59","Declared disabled","Disclosure Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Disclosure Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","AA/AO","165","135","21430","22500"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","EO","40","35","27300","27450"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","SEO/HEO","35","30","37490","39820"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Standards Agency","AA/AO","35","35","24590","22500"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Standards Agency","EO","90","85","28690","27450"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Driver and Vehicle Standards Agency","SEO/HEO","45","45","36190","33850"
"In post","2023","50-59","Declared disabled","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Education and Skills Funding Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2023","50-59","Declared disabled","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","FCDO Services","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","FCDO Services","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","FCDO Services","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Declared disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Food Standards Agency","EO","20","20","[c]","[c]"
"In post","2023","50-59","Declared disabled","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Declared disabled","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
