"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Driver and Vehicle Standards Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","EO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","G7","10","10","52080","50840"
"In post","2023","Driver and Vehicle Standards Agency","Policy","HEO","50","45","33010","32950"
"In post","2023","Driver and Vehicle Standards Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","SEO","20","20","40790","40180"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","EO","15","15","27050","26960"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","HEO","10","10","32500","31660"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","SEO","15","10","41080","40570"
"In post","2023","Driver and Vehicle Standards Agency","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","AO","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","EO","10","10","27190","27260"
"In post","2023","Driver and Vehicle Standards Agency","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","HEO","20","20","32620","32090"
"In post","2023","Driver and Vehicle Standards Agency","Property","SEO","10","10","40990","40680"
"In post","2023","Education Scotland","Unknown","AA","35","30","23890","24890"
"In post","2023","Education Scotland","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Education Scotland","Unknown","EO","25","20","30710","29450"
"In post","2023","Education Scotland","Unknown","G6","160","155","78190","81110"
"In post","2023","Education Scotland","Unknown","G7","70","65","59640","58850"
"In post","2023","Education Scotland","Unknown","HEO","25","20","36640","36330"
"In post","2023","Education Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education Scotland","Unknown","SEO","40","40","48130","49860"
"In post","2023","Education and Skills Funding Agency","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","G7","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","SEO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","G7","30","30","52570","51640"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","HEO","30","30","32150","30330"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","SEO","40","35","39320","38210"
"In post","2023","Education and Skills Funding Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","EO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","G6","15","15","65470","63500"
"In post","2023","Education and Skills Funding Agency","Finance","G7","30","30","52220","51910"
"In post","2023","Education and Skills Funding Agency","Finance","HEO","40","40","32000","31080"
"In post","2023","Education and Skills Funding Agency","Finance","SCS level","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Finance","SEO","55","50","41010","39020"
"In post","2023","Education and Skills Funding Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","EO","35","35","27400","26940"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","G6","25","25","64580","63510"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","G7","70","65","52680","51910"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","HEO","105","100","31630","31080"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","SEO","120","115","39130","38070"
"In post","2023","Education and Skills Funding Agency","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","G7","10","10","53620","52150"
"In post","2023","Education and Skills Funding Agency","Policy","HEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","SEO","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","G7","10","10","52420","51780"
"In post","2023","Education and Skills Funding Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","G7","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","HEO","10","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","SEO","15","15","40420","38210"
"In post","2023","Estyn","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Inspector of Education and Training","G6","65","65","78210","78500"
"In post","2023","Estyn","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","AO","10","5","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","EO","15","15","29850","30610"
"In post","2023","Estyn","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","EO","15","15","28920","28540"
"In post","2023","FCDO Services","Commercial","G6","10","10","[c]","[c]"
"In post","2023","FCDO Services","Commercial","G7","25","25","58410","58750"
"In post","2023","FCDO Services","Commercial","HEO","15","15","35410","35040"
"In post","2023","FCDO Services","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","SEO","20","20","43270","43980"
"In post","2023","FCDO Services","Communications","EO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Communications","SEO","5","5","[c]","[c]"
"In post","2023","FCDO Services","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","EO","15","15","34280","32860"
"In post","2023","FCDO Services","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","G7","15","15","65840","66170"
"In post","2023","FCDO Services","Digital, Data and Technology","HEO","25","25","41340","39500"
"In post","2023","FCDO Services","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","SEO","35","35","50100","49330"
"In post","2023","FCDO Services","Digital, Data and Technology","Unknown","15","15","23450","23800"
"In post","2023","FCDO Services","Finance","AO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","EO","15","15","29350","29530"
"In post","2023","FCDO Services","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Finance","G7","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","HEO","10","10","[c]","[c]"
"In post","2023","FCDO Services","Finance","SCS level","[c]","[c]","[c]","[c]"
