"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Serious Fraud Office","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Submarine Delivery Agency","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The National Archives","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Export Finance","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Hydrographic Office","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","75","70","41270","38510"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Cabinet Office (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Central Civil Service Fast Stream","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Companies House","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Crown Prosecution Service","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Defence Equipment and Support","40","35","37960","32500"
"In post","2023","Declared disabled","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Education (excl. agencies)","35","35","42870","38210"
"In post","2023","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","55","55","43910","37820"
"In post","2023","Declared disabled","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","20","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Transport (excl. agencies)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Department for Work and Pensions (excl. agencies)","330","300","36940","34170"
"In post","2023","Declared disabled","Finance","Department of Health and Social Care (excl. agencies)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Driver and Vehicle Licensing Agency","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2023","Declared disabled","Finance","Education and Skills Funding Agency","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","35","30","36530","28090"
"In post","2023","Declared disabled","Finance","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Courts and Tribunals Service","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","HM Revenue and Customs (excl. agencies)","280","250","34470","28130"
"In post","2023","Declared disabled","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Home Office","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Met Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Ministry of Defence (excl. agencies)","155","145","38440","34300"
"In post","2023","Declared disabled","Finance","Ministry of Justice (excl. agencies)","65","60","44370","39240"
"In post","2023","Declared disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Scottish Prison Service","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Submarine Delivery Agency","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","The Insolvency Service","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Grants Management","Rural Payments Agency","405","370","25650","22150"
"In post","2023","Declared disabled","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Active Travel England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Building Digital UK","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","185","175","40350","38460"
"In post","2023","Declared disabled","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Companies House","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Crown Prosecution Service","30","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Defence Equipment and Support","30","25","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Defence Science and Technology Laboratory","25","25","[c]","[c]"
