"Status","Year","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Communications","Department for International Trade","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Licensing Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence (excl. agencies)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Companies House","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Companies House","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Female","230","[c]","27390","27740"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Male","160","[c]","27980","28120"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Female","190","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Male","235","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Serious Fraud Office","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Serious Fraud Office","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","The Insolvency Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Female","220","[c]","22500","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions (excl. agencies)","Male","115","[c]","22890","21690"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Female","290","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs (excl. agencies)","Male","220","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Female","100","[c]","46850","49700"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Male","85","[c]","54300","56430"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Companies House","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Companies House","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Commercial Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Crown Prosecution Service","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Equipment and Support","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Equipment and Support","Male","35","[c]","43520","33650"
"Leaver CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Female","40","[c]","48270","51360"
"Leaver CS","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Male","65","[c]","40560","37590"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","45","[c]","[c]","[c]"
