"Status","Year","Disability","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","White","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Medicine","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Delivery","East Midlands (England)","75","[c]","29300","23640"
"New entrant CS","2023","Unknown","White","Operational Delivery","East of England","140","[c]","26740","23390"
"New entrant CS","2023","Unknown","White","Operational Delivery","London","290","[c]","36680","30080"
"New entrant CS","2023","Unknown","White","Operational Delivery","North East (England)","155","[c]","25300","22520"
"New entrant CS","2023","Unknown","White","Operational Delivery","North West (England)","505","[c]","25870","23390"
"New entrant CS","2023","Unknown","White","Operational Delivery","Northern Ireland","70","[c]","26070","25750"
"New entrant CS","2023","Unknown","White","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Delivery","Scotland","185","[c]","26070","22520"
"New entrant CS","2023","Unknown","White","Operational Delivery","South East (England)","385","[c]","27610","25750"
"New entrant CS","2023","Unknown","White","Operational Delivery","South West (England)","290","[c]","30310","27080"
"New entrant CS","2023","Unknown","White","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Delivery","Wales","155","[c]","25550","22500"
"New entrant CS","2023","Unknown","White","Operational Delivery","West Midlands (England)","95","[c]","29880","25900"
"New entrant CS","2023","Unknown","White","Operational Delivery","Yorkshire and The Humber","210","[c]","27200","25750"
"New entrant CS","2023","Unknown","White","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","South East (England)","40","[c]","30810","27330"
"New entrant CS","2023","Unknown","White","Other","South West (England)","110","[c]","29430","24750"
"New entrant CS","2023","Unknown","White","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Other","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","London","80","[c]","38110","34850"
"New entrant CS","2023","Unknown","White","Policy","North East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","North West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Policy","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","London","75","[c]","36890","28840"
"New entrant CS","2023","Unknown","White","Project Delivery","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","North West (England)","30","[c]","31430","29790"
"New entrant CS","2023","Unknown","White","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","South East (England)","70","[c]","39760","33910"
"New entrant CS","2023","Unknown","White","Project Delivery","South West (England)","135","[c]","34680","31530"
"New entrant CS","2023","Unknown","White","Project Delivery","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Project Delivery","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Northern Ireland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Property","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","East Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","London","50","[c]","38010","28840"
"New entrant CS","2023","Unknown","White","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","South East (England)","85","[c]","33110","30650"
"New entrant CS","2023","Unknown","White","Science and Engineering","South West (England)","290","[c]","31950","29000"
"New entrant CS","2023","Unknown","White","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Science and Engineering","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","East of England","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","North West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","Northern Ireland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","Scotland","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","South East (England)","60","[c]","28330","27500"
"New entrant CS","2023","Unknown","White","Security","South West (England)","50","[c]","27550","27500"
"New entrant CS","2023","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Security","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","White","Statistics","East of England","[c]","[c]","[c]","[c]"
