"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Teaching Regulation Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Outside London","SEO/HEO","35","35","34270","31080"
"In post","2023","The Insolvency Service","London","AA/AO","70","65","25400","25810"
"In post","2023","The Insolvency Service","London","EO","40","40","29190","30160"
"In post","2023","The Insolvency Service","London","G6/G7","60","55","64930","61590"
"In post","2023","The Insolvency Service","London","SCS level","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","London","SEO/HEO","165","160","41460","41350"
"In post","2023","The Insolvency Service","Outside London","AA/AO","415","385","22070","22180"
"In post","2023","The Insolvency Service","Outside London","EO","150","140","26070","25950"
"In post","2023","The Insolvency Service","Outside London","G6/G7","100","95","58070","55940"
"In post","2023","The Insolvency Service","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Outside London","SEO/HEO","640","615","38280","39750"
"In post","2023","The National Archives","London","AA/AO","85","75","23490","23460"
"In post","2023","The National Archives","London","EO","75","70","26410","25680"
"In post","2023","The National Archives","London","G6/G7","105","105","53930","52160"
"In post","2023","The National Archives","London","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","London","SEO/HEO","310","300","36760","35470"
"In post","2023","The National Archives","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Transport Scotland","Outside London","AA/AO","45","45","25620","25300"
"In post","2023","Transport Scotland","Outside London","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","Outside London","G6/G7","155","150","67150","65280"
"In post","2023","Transport Scotland","Outside London","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","Outside London","SEO/HEO","280","275","43540","42860"
"In post","2023","UK Debt Management Office","London","EO","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","London","G6/G7","55","55","78630","74000"
"In post","2023","UK Debt Management Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","London","SEO/HEO","50","50","44780","42860"
"In post","2023","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","EO","65","60","32380","32300"
"In post","2023","UK Export Finance","London","G6/G7","185","180","66760","64530"
"In post","2023","UK Export Finance","London","SCS level","35","35","112620","103480"
"In post","2023","UK Export Finance","London","SEO/HEO","215","210","42680","42250"
"In post","2023","UK Export Finance","Outside London","G6/G7","25","25","54830","52180"
"In post","2023","UK Health Security Agency","London","AA/AO","160","140","24710","24780"
"In post","2023","UK Health Security Agency","London","EO","280","270","29020","28230"
"In post","2023","UK Health Security Agency","London","G6/G7","710","680","62480","58070"
"In post","2023","UK Health Security Agency","London","SCS level","160","145","107810","102850"
"In post","2023","UK Health Security Agency","London","SEO/HEO","910","885","38980","40880"
"In post","2023","UK Health Security Agency","Outside London","AA/AO","400","355","21750","21400"
"In post","2023","UK Health Security Agency","Outside London","EO","395","375","25830","25120"
"In post","2023","UK Health Security Agency","Outside London","G6/G7","945","910","58060","53950"
"In post","2023","UK Health Security Agency","Outside London","SCS level","185","165","111770","111300"
"In post","2023","UK Health Security Agency","Outside London","SEO/HEO","1270","1205","36450","37060"
"In post","2023","UK Health Security Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Outside London","AA/AO","65","60","21740","21690"
"In post","2023","UK Hydrographic Office","Outside London","EO","260","245","28290","27610"
"In post","2023","UK Hydrographic Office","Outside London","G6/G7","110","105","59520","55470"
"In post","2023","UK Hydrographic Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Hydrographic Office","Outside London","SEO/HEO","500","475","38890","34370"
"In post","2023","UK Hydrographic Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","London","G6/G7","65","65","59130","55120"
"In post","2023","UK Space Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Space Agency","London","SEO/HEO","80","80","39760","41360"
"In post","2023","UK Space Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Outside London","G6/G7","55","55","54550","50710"
"In post","2023","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Outside London","SEO/HEO","45","45","35880","37750"
"In post","2023","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","London","EO","10","10","28710","27700"
"In post","2023","UK Statistics Authority","London","G6/G7","85","85","59820","58100"
"In post","2023","UK Statistics Authority","London","SCS level","30","30","91580","82290"
"In post","2023","UK Statistics Authority","London","SEO/HEO","185","185","37780","34720"
"In post","2023","UK Statistics Authority","Outside London","AA/AO","1510","1075","21460","21200"
"In post","2023","UK Statistics Authority","Outside London","EO","705","650","25360","24840"
"In post","2023","UK Statistics Authority","Outside London","G6/G7","1130","1095","54730","51460"
"In post","2023","UK Statistics Authority","Outside London","SCS level","65","60","83650","74810"
"In post","2023","UK Statistics Authority","Outside London","SEO/HEO","2405","2315","35170","35290"
"In post","2023","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","EO","20","20","27900","27880"
"In post","2023","UK Supreme Court","London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","London","SEO/HEO","20","20","36040","37230"
"In post","2023","Valuation Office Agency","London","AA/AO","60","55","27220","26920"
"In post","2023","Valuation Office Agency","London","EO","185","175","31560","31540"
"In post","2023","Valuation Office Agency","London","G6/G7","110","105","66270","66080"
"In post","2023","Valuation Office Agency","London","SCS level","10","10","91390","85490"
"In post","2023","Valuation Office Agency","London","SEO/HEO","295","285","42600","40190"
"In post","2023","Valuation Office Agency","Outside London","AA/AO","880","820","22580","22520"
"In post","2023","Valuation Office Agency","Outside London","EO","750","690","27250","27740"
"In post","2023","Valuation Office Agency","Outside London","G6/G7","385","370","59230","58970"
"In post","2023","Valuation Office Agency","Outside London","SCS level","10","10","81780","77800"
"In post","2023","Valuation Office Agency","Outside London","SEO/HEO","1295","1220","38520","35020"
"In post","2023","Vehicle Certification Agency","Outside London","AA/AO","50","45","22400","22500"
"In post","2023","Vehicle Certification Agency","Outside London","EO","40","40","27700","27850"
"In post","2023","Vehicle Certification Agency","Outside London","G6/G7","15","15","65450","62120"
"In post","2023","Vehicle Certification Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Outside London","SEO/HEO","95","90","40170","39110"
"In post","2023","Vehicle Certification Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","AA/AO","25","25","25560","25340"
"In post","2023","Veterinary Medicines Directorate","Outside London","EO","20","20","29470","29080"
"In post","2023","Veterinary Medicines Directorate","Outside London","G6/G7","60","60","58660","57040"
"In post","2023","Veterinary Medicines Directorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","SEO/HEO","55","55","37750","39090"
"In post","2023","Water Services Regulation Authority","London","EO","15","15","30610","29000"
"In post","2023","Water Services Regulation Authority","London","G6/G7","30","30","81740","76510"
"In post","2023","Water Services Regulation Authority","London","SCS level","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","SEO/HEO","30","30","49770","47330"
"In post","2023","Water Services Regulation Authority","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","EO","30","25","30320","30000"
"In post","2023","Water Services Regulation Authority","Outside London","G6/G7","40","40","82820","79000"
"In post","2023","Water Services Regulation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","SEO/HEO","110","105","47330","45000"
"In post","2023","Welsh Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Outside London","AA/AO","835","765","25120","25620"
"In post","2023","Welsh Government (excl. agencies)","Outside London","EO","1065","1005","29860","30610"
"In post","2023","Welsh Government (excl. agencies)","Outside London","G6/G7","1145","1090","64530","63900"
"In post","2023","Welsh Government (excl. agencies)","Outside London","SCS level","185","180","90200","81600"
"In post","2023","Welsh Government (excl. agencies)","Outside London","SEO/HEO","2720","2580","42790","39690"
"In post","2023","Welsh Government (excl. agencies)","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","AA/AO","10","10","25950","25620"
"In post","2023","Welsh Revenue Authority","Outside London","EO","15","15","29980","30610"
"In post","2023","Welsh Revenue Authority","Outside London","G6/G7","25","25","64900","63900"
"In post","2023","Welsh Revenue Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","SEO/HEO","30","30","42580","41680"
"In post","2023","Wilton Park","Outside London","AA/AO","15","15","25870","23950"
"In post","2023","Wilton Park","Outside London","EO","30","25","27210","26340"
"In post","2023","Wilton Park","Outside London","G6/G7","15","10","58210","59390"
"In post","2023","Wilton Park","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Outside London","SEO/HEO","25","20","34840","33650"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
