"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Education","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Lambeth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Lambeth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Leeds","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Manchester","Female","40","[c]","40530","37590"
"Leaver CS","2023","Department for Education","Manchester","Male","50","[c]","41540","37590"
"Leaver CS","2023","Department for Education","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Nottingham","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Nottingham","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Powys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Powys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Sheffield","Female","35","[c]","39150","37590"
"Leaver CS","2023","Department for Education","Sheffield","Male","30","[c]","43320","40990"
"Leaver CS","2023","Department for Education","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Tyneside","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Tyneside","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Westminster","Female","105","[c]","44720","41680"
"Leaver CS","2023","Department for Education","Westminster","Male","60","[c]","51410","53420"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Berkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Berkshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Birmingham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Bristol, City of","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Bristol, City of","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Central Hampshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire East","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire East","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Devon CC","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Devon CC","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Dorset","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Dorset","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Cumbria","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gwynedd","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Gwynedd","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Leeds","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Mid Lancashire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Northumberland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Northumberland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Nottingham","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Nottingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Peterborough","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Powys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Powys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Shropshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Shropshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Somerset CC","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Somerset CC","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Female","5","[c]","[c]","[c]"
