"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Work and Pensions","London","SEO/HEO","HEO","75","[c]","38770","39150"
"Leaver CS","2023","Department for Work and Pensions","London","SEO/HEO","SEO","45","[c]","44150","43760"
"Leaver CS","2023","Department for Work and Pensions","Outside London","AA/AO","AA","30","[c]","21120","21250"
"Leaver CS","2023","Department for Work and Pensions","Outside London","AA/AO","AO","2980","[c]","21670","21690"
"Leaver CS","2023","Department for Work and Pensions","Outside London","EO","EO","3425","[c]","28040","28120"
"Leaver CS","2023","Department for Work and Pensions","Outside London","G6/G7","G6","65","[c]","70020","68600"
"Leaver CS","2023","Department for Work and Pensions","Outside London","G6/G7","G7","170","[c]","55310","53750"
"Leaver CS","2023","Department for Work and Pensions","Outside London","SCS level","SCS level","15","[c]","88220","85890"
"Leaver CS","2023","Department for Work and Pensions","Outside London","SEO/HEO","HEO","310","[c]","34260","34170"
"Leaver CS","2023","Department for Work and Pensions","Outside London","SEO/HEO","SEO","275","[c]","42330","39660"
"Leaver CS","2023","Department for Work and Pensions","Unknown","AA/AO","AO","30","[c]","22660","21690"
"Leaver CS","2023","Department for Work and Pensions","Unknown","EO","EO","30","[c]","28660","28120"
"Leaver CS","2023","Department for Work and Pensions","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","London","AA/AO","AA","15","[c]","23230","23470"
"Leaver CS","2023","Department of Health and Social Care","London","AA/AO","AO","40","[c]","23890","24490"
"Leaver CS","2023","Department of Health and Social Care","London","EO","EO","215","[c]","27710","27690"
"Leaver CS","2023","Department of Health and Social Care","London","G6/G7","G6","130","[c]","66810","66290"
"Leaver CS","2023","Department of Health and Social Care","London","G6/G7","G7","225","[c]","53940","53830"
"Leaver CS","2023","Department of Health and Social Care","London","SCS level","SCS level","110","[c]","95720","89130"
"Leaver CS","2023","Department of Health and Social Care","London","SEO/HEO","HEO","280","[c]","33280","33330"
"Leaver CS","2023","Department of Health and Social Care","London","SEO/HEO","SEO","280","[c]","41110","41280"
"Leaver CS","2023","Department of Health and Social Care","Outside London","AA/AO","AA","40","[c]","19990","20100"
"Leaver CS","2023","Department of Health and Social Care","Outside London","AA/AO","AO","160","[c]","21160","20880"
"Leaver CS","2023","Department of Health and Social Care","Outside London","EO","EO","185","[c]","24790","24390"
"Leaver CS","2023","Department of Health and Social Care","Outside London","G6/G7","G6","85","[c]","67240","64400"
"Leaver CS","2023","Department of Health and Social Care","Outside London","G6/G7","G7","175","[c]","51940","50730"
"Leaver CS","2023","Department of Health and Social Care","Outside London","SCS level","SCS level","60","[c]","101570","104000"
"Leaver CS","2023","Department of Health and Social Care","Outside London","SEO/HEO","HEO","305","[c]","31510","30370"
"Leaver CS","2023","Department of Health and Social Care","Outside London","SEO/HEO","SEO","275","[c]","39410","38340"
"Leaver CS","2023","Department of Health and Social Care","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","EO","EO","30","[c]","27080","26910"
"Leaver CS","2023","Food Standards Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Outside London","SEO/HEO","HEO","15","[c]","31640","31260"
"Leaver CS","2023","Food Standards Agency","Outside London","SEO/HEO","SEO","20","[c]","39760","38100"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","G6/G7","G6","40","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","G6/G7","G7","55","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","HEO","50","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","AA/AO","AO","30","[c]","24150","23950"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","EO","EO","30","[c]","27750","28170"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","HEO","25","[c]","32010","32750"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","SEO","30","[c]","43670","43730"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","EO","EO","20","[c]","32440","31680"
"Leaver CS","2023","HM Land Registry","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","London","SEO/HEO","HEO","10","[c]","39370","38410"
"Leaver CS","2023","HM Land Registry","London","SEO/HEO","SEO","10","[c]","46380","43150"
"Leaver CS","2023","HM Land Registry","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Outside London","AA/AO","AO","115","[c]","23260","23390"
"Leaver CS","2023","HM Land Registry","Outside London","EO","EO","125","[c]","28350","28080"
"Leaver CS","2023","HM Land Registry","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Outside London","G6/G7","G7","20","[c]","58350","57880"
"Leaver CS","2023","HM Land Registry","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","Outside London","SEO/HEO","HEO","90","[c]","35450","34850"
"Leaver CS","2023","HM Land Registry","Outside London","SEO/HEO","SEO","70","[c]","43210","41680"
"Leaver CS","2023","HM Revenue and Customs","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","AA/AO","AO","75","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","EO","EO","110","[c]","31260","31070"
"Leaver CS","2023","HM Revenue and Customs","London","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","G6/G7","G7","90","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","SEO/HEO","HEO","140","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","London","SEO/HEO","SEO","90","[c]","48890","48180"
"Leaver CS","2023","HM Revenue and Customs","Outside London","AA/AO","AA","60","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Outside London","AA/AO","AO","2070","[c]","22320","22520"
"Leaver CS","2023","HM Revenue and Customs","Outside London","EO","EO","790","[c]","26860","26890"
"Leaver CS","2023","HM Revenue and Customs","Outside London","G6/G7","G6","80","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Outside London","G6/G7","G7","185","[c]","57160","57620"
"Leaver CS","2023","HM Revenue and Customs","Outside London","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Outside London","SEO/HEO","HEO","495","[c]","33460","33980"
"Leaver CS","2023","HM Revenue and Customs","Outside London","SEO/HEO","SEO","310","[c]","45560","46380"
"Leaver CS","2023","HM Treasury","London","AA/AO","AO","45","[c]","22380","22750"
"Leaver CS","2023","HM Treasury","London","EO","EO","35","[c]","27160","27820"
"Leaver CS","2023","HM Treasury","London","G6/G7","G6","25","[c]","66700","64900"
"Leaver CS","2023","HM Treasury","London","G6/G7","G7","90","[c]","54620","54090"
"Leaver CS","2023","HM Treasury","London","SCS level","SCS level","20","[c]","101500","93310"
"Leaver CS","2023","HM Treasury","London","SEO/HEO","HEO","75","[c]","34700","33630"
"Leaver CS","2023","HM Treasury","London","SEO/HEO","SEO","30","[c]","41660","39050"
"Leaver CS","2023","HM Treasury","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Outside London","SEO/HEO","HEO","15","[c]","31600","30510"
"Leaver CS","2023","HM Treasury","Outside London","SEO/HEO","SEO","10","[c]","42410","42470"
"Leaver CS","2023","HM Treasury","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","London","AA/AO","AA","65","[c]","23260","23500"
"Leaver CS","2023","Home Office","London","AA/AO","AO","105","[c]","26160","26400"
"Leaver CS","2023","Home Office","London","EO","EO","265","[c]","29870","29890"
"Leaver CS","2023","Home Office","London","G6/G7","G6","45","[c]","72840","71050"
"Leaver CS","2023","Home Office","London","G6/G7","G7","140","[c]","59930","59290"
"Leaver CS","2023","Home Office","London","SCS level","SCS level","25","[c]","96750","85460"
"Leaver CS","2023","Home Office","London","SEO/HEO","HEO","190","[c]","36330","36180"
"Leaver CS","2023","Home Office","London","SEO/HEO","SEO","145","[c]","43690","43210"
"Leaver CS","2023","Home Office","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Outside London","AA/AO","AA","45","[c]","19500","19500"
"Leaver CS","2023","Home Office","Outside London","AA/AO","AO","555","[c]","22450","22400"
"Leaver CS","2023","Home Office","Outside London","EO","EO","655","[c]","26560","26180"
"Leaver CS","2023","Home Office","Outside London","G6/G7","G6","20","[c]","67850","66070"
"Leaver CS","2023","Home Office","Outside London","G6/G7","G7","45","[c]","55190","54260"
"Leaver CS","2023","Home Office","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Outside London","SEO/HEO","HEO","115","[c]","33100","32160"
"Leaver CS","2023","Home Office","Outside London","SEO/HEO","SEO","70","[c]","40380","39260"
