"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Finance","10","10","40580","39520"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","50","50","42730","40060"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Other","15","15","67530","55720"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Policy","60","55","47720","43650"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","Economics","40","40","53050","54810"
"In post","2023","Office for Budget Responsibility","HM Treasury","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","15","15","36140","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Communications","35","35","45260","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","125","120","44970","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","35","35","44780","37090"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","65","65","40800","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","990","975","66850","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Legal","20","15","65420","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","200","185","30920","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","275","265","30800","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","90","90","51040","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","10","10","32340","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","45","45","45580","38490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Statistics","125","120","41060","40640"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Communications","65","65","46870","43650"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Corporate Finance","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Digital, Data and Technology","200","200","50530","46160"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Economics","40","40","52330","54650"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Finance","35","35","48770","45820"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Human Resources","55","55","42640","41900"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Legal","95","95","62710","60310"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Operational Delivery","380","375","32440","26910"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Policy","325","315","51040","47030"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Project Delivery","65","65","50360","45000"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Science and Engineering","15","15","65300","64980"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","275","270","44120","38070"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Communications","35","35","42250","40450"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","35","35","40100","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Economics","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Finance","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Human Resources","10","10","42570","41040"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Legal","15","15","59270","57900"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Delivery","135","130","44850","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Operational Research","25","25","45150","39570"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Policy","40","40","49920","48060"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Project Delivery","15","15","43590","47780"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Statistics","10","10","42180","39140"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Communications","20","20","46740","40830"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Economics","40","40","57150","55990"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Finance","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Human Resources","10","10","46210","48660"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Legal","15","15","64980","63730"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Operational Delivery","145","140","54790","57140"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Policy","80","75","58500","57480"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Science and Engineering","25","25","64110","62550"
"In post","2023","Office of Rail and Road","Office of Rail and Road","Statistics","20","20","50040","50510"
"In post","2023","Office of the Public Guardian","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
