"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Delivery","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Mixed","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
