"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Home Office","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Operational Delivery","160","140","29910","29200"
"In post","2023","Other ethnicity","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Other","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Policy","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Project Delivery","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intellectual Property Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Policy","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Science and Engineering","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Met Office","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
