"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","25","[c]","22290","21780"
"Leaver CS","2023","16-19","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Royal Fleet Auxiliary","Ministry of Defence","10","[c]","17650","16680"
"Leaver CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","The National Archives","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","26450","25160"
"Leaver CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","85","[c]","25780","25340"
"Leaver CS","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","230","[c]","33150","28370"
"Leaver CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","95","[c]","30380","30130"
"Leaver CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","15","[c]","25340","25670"
"Leaver CS","2023","20-29","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","25","[c]","26440","25050"
"Leaver CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","30","[c]","33100","27960"
"Leaver CS","2023","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Crown Commercial Service","Cabinet Office","20","[c]","28210","25950"
"Leaver CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","35","[c]","24120","23700"
"Leaver CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","130","[c]","26290","24480"
"Leaver CS","2023","20-29","Defence Electronics and Components Agency","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Defence Equipment and Support","Ministry of Defence","255","[c]","28650","29020"
"Leaver CS","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","135","[c]","26980","29230"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","205","[c]","37420","33640"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","85","[c]","38730","35620"
"Leaver CS","2023","20-29","Department for Education (excl. agencies)","Department for Education","140","[c]","31440","30330"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Department for International Trade","115","[c]","32510","31350"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","130","[c]","32190","30620"
