"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","15","15","44360","41070"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","70","65","25640","25160"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","120","115","35060","32320"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","AA/AO","155","140","22470","22150"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","EO","135","125","27140","25920"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","G6/G7","35","35","53850","52810"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","155","150","34610","34110"
"In post","2023","40-49","Animal and Plant Health Agency","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Project Delivery","SEO/HEO","10","10","33430","31130"
"In post","2023","40-49","Animal and Plant Health Agency","Science and Engineering","AA/AO","20","20","24710","25340"
"In post","2023","40-49","Animal and Plant Health Agency","Science and Engineering","EO","30","25","28270","29080"
"In post","2023","40-49","Animal and Plant Health Agency","Science and Engineering","G6/G7","20","20","55280","54950"
"In post","2023","40-49","Animal and Plant Health Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","50","50","36280","34760"
"In post","2023","40-49","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Animal and Plant Health Agency","Veterinarian","G6/G7","45","45","52920","50550"
"In post","2023","40-49","Animal and Plant Health Agency","Veterinarian","SEO/HEO","65","60","38930","38200"
"In post","2023","40-49","Attorney General's Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Attorney General's Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Project Delivery","G6/G7","20","20","56090","53030"
"In post","2023","40-49","Building Digital UK","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Building Digital UK","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Commercial","G6/G7","25","25","58620","56430"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Commercial","SEO/HEO","10","10","38690","38260"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Communications","G6/G7","15","10","62100","59590"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","200","195","59190","56430"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","20","20","104410","98220"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","90","85","38440","38460"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Finance","G6/G7","15","15","63210","66530"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Finance","SEO/HEO","10","10","41340","41870"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Human Resources","AA/AO","30","30","21730","21720"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Human Resources","EO","30","25","27200","26700"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Human Resources","G6/G7","100","95","58410","56430"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Human Resources","SCS level","15","15","84110","78510"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","70","65","38170","38460"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Legal","SCS level","15","15","83530","81600"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Policy","G6/G7","45","40","58730","58070"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Policy","SEO/HEO","15","15","40260","41050"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Project Delivery","G6/G7","10","10","60020","60060"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Security","EO","5","5","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Security","G6/G7","10","10","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Security","SCS level","15","15","88220","75320"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Security","SEO/HEO","50","50","36170","35650"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Unknown","AA/AO","30","25","22670","21830"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Unknown","EO","70","60","26900","27100"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Unknown","G6/G7","215","210","60670","59290"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Unknown","SCS level","80","80","89110","81700"
"In post","2023","40-49","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","150","145","37630","37410"
"In post","2023","40-49","Central Civil Service Fast Stream","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Central Civil Service Fast Stream","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO/HEO","10","10","35180","37310"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
