"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","75","70","36360","33510"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Policy","70","70","54790","56430"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Project Delivery","10","10","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Security","75","70","44470","35650"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","520","510","48280","41870"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Commercial","65","65","30650","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Communications","10","10","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Digital, Data and Technology","110","110","30810","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Finance","80","80","31240","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Project Delivery","185","185","30680","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Property","25","25","[c]","[c]"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Science and Engineering","75","75","30070","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Statistics","90","90","31140","30130"
"In post","2023","Unknown","Central Civil Service Fast Stream","Cabinet Office","Unknown","605","605","30690","30130"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","5","5","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","5","5","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Project Delivery","10","10","[c]","[c]"
"In post","2023","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","115","105","39380","37300"
"In post","2023","Unknown","Charity Commission","Charity Commission","Communications","15","15","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Finance","5","5","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Human Resources","5","5","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Legal","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Operational Delivery","135","125","30470","27720"
"In post","2023","Unknown","Charity Commission","Charity Commission","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Charity Commission","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Counter Fraud","40","30","24670","23240"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","45","45","40270","37350"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Finance","15","15","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","5","5","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","95","80","23750","23240"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Economics","10","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Legal","15","15","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","50","50","73820","69190"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","55","55","25970","21780"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Commercial","175","170","37060","35330"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Communications","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","80","75","47930","42040"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Finance","20","20","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Operational Delivery","85","80","40100","38330"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Commercial Service","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","25","25","[c]","[c]"
"In post","2023","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","35","30","27600","24490"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Commercial","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Communications","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Finance","30","25","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Human Resources","40","40","39630","31180"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Legal","720","680","52900","54100"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","625","600","26410","25600"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Policy","30","30","50160","54370"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Project Delivery","15","15","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Property","5","5","[c]","[c]"
"In post","2023","Unknown","Crown Prosecution Service","Attorney General's Departments","Security","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Commercial","155","150","40660","35610"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Communications","10","10","[c]","[c]"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","70","70","33500","31960"
"In post","2023","Unknown","Defence Equipment and Support","Ministry of Defence","Finance","65","65","32190","25000"
