"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Department for Transport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East of England","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East of England","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","London","Female","40","[c]","30340","31060"
"Leaver CS","2023","Mixed","Department for Work and Pensions","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North West (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South East (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South West (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","West Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Yorkshire and The Humber","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Yorkshire and The Humber","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office","London","Female","10","[c]","[c]","[c]"
