"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Science and Engineering","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Manchester","Female","55","50","33040","32780"
"In post","2023","Science and Engineering","Manchester","Male","55","55","41860","37420"
"In post","2023","Science and Engineering","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Mid Kent","Female","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Mid Lancashire","Male","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Monmouthshire and Newport","Female","80","70","49250","43400"
"In post","2023","Science and Engineering","Monmouthshire and Newport","Male","290","275","51240","59100"
"In post","2023","Science and Engineering","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","North Hampshire","Male","15","15","[c]","[c]"
"In post","2023","Science and Engineering","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","North Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","North Yorkshire CC","Female","25","25","[c]","[c]"
"In post","2023","Science and Engineering","North Yorkshire CC","Male","85","85","30940","28950"
"In post","2023","Science and Engineering","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","North and West Norfolk","Male","55","55","36120","34760"
"In post","2023","Science and Engineering","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Nottingham","Female","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Nottingham","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","Male","70","70","56750","57620"
"In post","2023","Science and Engineering","Oxfordshire CC","Female","85","80","48500","51090"
"In post","2023","Science and Engineering","Oxfordshire CC","Male","110","105","44880","42090"
"In post","2023","Science and Engineering","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Perth and Kinross, and Stirling","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Peterborough","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Plymouth","Female","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Plymouth","Male","135","130","38880","35060"
"In post","2023","Science and Engineering","Portsmouth","Female","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Portsmouth","Male","115","110","37310","34300"
"In post","2023","Science and Engineering","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Powys","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Sandwell","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Sefton","Female","75","70","36400","32800"
"In post","2023","Science and Engineering","Sefton","Male","55","55","36850","32800"
"In post","2023","Science and Engineering","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Sheffield","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Shropshire","Male","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Solihull","Female","20","20","[c]","[c]"
"In post","2023","Science and Engineering","Solihull","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Somerset CC","Female","20","20","[c]","[c]"
"In post","2023","Science and Engineering","Somerset CC","Male","145","145","40030","42620"
"In post","2023","Science and Engineering","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South Hampshire","Female","35","30","39010","36920"
"In post","2023","Science and Engineering","South Hampshire","Male","75","75","34360","31490"
"In post","2023","Science and Engineering","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South Nottinghamshire","Female","15","15","[c]","[c]"
"In post","2023","Science and Engineering","South Nottinghamshire","Male","20","20","[c]","[c]"
"In post","2023","Science and Engineering","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","South West Wales","Female","15","15","[c]","[c]"
"In post","2023","Science and Engineering","South West Wales","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","South and West Derbyshire","Female","75","70","43940","40790"
"In post","2023","Science and Engineering","South and West Derbyshire","Male","120","115","48470","46530"
"In post","2023","Science and Engineering","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Southampton","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Staffordshire CC","Male","30","30","[c]","[c]"
"In post","2023","Science and Engineering","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Suffolk CC","Female","160","150","34330","30350"
"In post","2023","Science and Engineering","Suffolk CC","Male","205","200","37120","33780"
"In post","2023","Science and Engineering","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Swansea","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Telford and Wrekin","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Tower Hamlets","Female","140","135","54470","54090"
"In post","2023","Science and Engineering","Tower Hamlets","Male","65","65","58610","55220"
"In post","2023","Science and Engineering","Tyneside","Female","25","25","[c]","[c]"
"In post","2023","Science and Engineering","Tyneside","Male","15","15","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Warwickshire CC","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Cumbria","Male","75","75","47700","44000"
"In post","2023","Science and Engineering","West Essex","Female","5","5","[c]","[c]"
"In post","2023","Science and Engineering","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Kent","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Surrey","Female","280","265","33460","29120"
"In post","2023","Science and Engineering","West Surrey","Male","190","185","35900","33830"
"In post","2023","Science and Engineering","West Sussex (North East)","Female","10","10","[c]","[c]"
"In post","2023","Science and Engineering","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Westminster","Female","200","195","47620","43210"
"In post","2023","Science and Engineering","Westminster","Male","230","225","50450","45750"
"In post","2023","Science and Engineering","Wiltshire","Female","755","710","39370","39890"
"In post","2023","Science and Engineering","Wiltshire","Male","1595","1560","41400","39890"
"In post","2023","Science and Engineering","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Worcestershire CC","Female","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","York","Female","120","110","35610","32840"
"In post","2023","Science and Engineering","York","Male","85","85","38210","32800"
"In post","2023","Security","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2023","Security","Aberdeen City and Aberdeenshire","Male","80","80","44840","45880"
"In post","2023","Security","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Antrim and Newtownabbey","Female","5","5","[c]","[c]"
"In post","2023","Security","Antrim and Newtownabbey","Male","65","65","22480","22130"
"In post","2023","Security","Ards and North Down","Female","5","5","[c]","[c]"
"In post","2023","Security","Ards and North Down","Male","80","80","22280","22130"
"In post","2023","Security","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Barnsley, Doncaster and Rotherham","Female","5","5","[c]","[c]"
"In post","2023","Security","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","60","60","32950","31920"
"In post","2023","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","160","160","35690","33980"
"In post","2023","Security","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Belfast","Male","25","25","[c]","[c]"
"In post","2023","Security","Berkshire","Female","45","45","37800","42880"
"In post","2023","Security","Berkshire","Male","505","500","39160","42880"
"In post","2023","Security","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bexley and Greenwich","Male","45","45","35700","34800"
"In post","2023","Security","Birmingham","Female","15","15","[c]","[c]"
"In post","2023","Security","Birmingham","Male","35","35","34180","27500"
"In post","2023","Security","Blackpool","Female","35","35","39460","38470"
"In post","2023","Security","Blackpool","Male","25","25","[c]","[c]"
"In post","2023","Security","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Bristol, City of","Female","5","5","[c]","[c]"
"In post","2023","Security","Bristol, City of","Male","15","15","[c]","[c]"
"In post","2023","Security","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
