"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","30","[c]","39370","38350"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","39300","34310"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","15","[c]","54490","57430"
"Leaver Dept.","2023","Communications","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","15","[c]","44090","41750"
"Leaver Dept.","2023","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","15","[c]","36770","36680"
"Leaver Dept.","2023","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","170","[c]","29040","28120"
"Leaver Dept.","2023","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Serious Fraud Office","10","[c]","47760","40000"
"Leaver Dept.","2023","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions (excl. agencies)","60","[c]","23340","21690"
"Leaver Dept.","2023","Debt","HM Revenue and Customs (excl. agencies)","135","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","85","[c]","46650","49700"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","45","[c]","30840","32000"
"Leaver Dept.","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Companies House","15","[c]","45070","42990"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Prosecution Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Equipment and Support","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education (excl. agencies)","60","[c]","43000","37730"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","110","[c]","41500","38470"
"Leaver Dept.","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","15","[c]","33140","31940"
"Leaver Dept.","2023","Digital, Data & Technology","Education and Skills Funding Agency","10","[c]","41400","37740"
"Leaver Dept.","2023","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Courts and Tribunals Service","15","[c]","45640","43650"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","45","[c]","44270","42190"
"Leaver Dept.","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","55","[c]","37950","36600"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","45","[c]","42730","35410"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","15","[c]","48350","47380"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The National Archives","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","30","[c]","39300","38210"
"Leaver Dept.","2023","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","15","[c]","49780","51290"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","45","[c]","32960","33250"
"Leaver Dept.","2023","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Education (excl. agencies)","15","[c]","49870","51580"
"Leaver Dept.","2023","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for International Trade","10","[c]","44710","40190"
"Leaver Dept.","2023","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Department for Transport (excl. agencies)","10","[c]","50220","47490"
"Leaver Dept.","2023","Finance","Department for Work and Pensions (excl. agencies)","105","[c]","42840","37110"
"Leaver Dept.","2023","Finance","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Education and Skills Funding Agency","10","[c]","45170","37740"
"Leaver Dept.","2023","Finance","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Revenue and Customs (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HM Treasury (excl. agencies)","10","[c]","48380","54680"
"Leaver Dept.","2023","Finance","Home Office","30","[c]","45210","36310"
"Leaver Dept.","2023","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Ministry of Defence (excl. agencies)","40","[c]","45510","40980"
"Leaver Dept.","2023","Finance","Ministry of Justice (excl. agencies)","35","[c]","39190","34280"
"Leaver Dept.","2023","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Rural Payments Agency","60","[c]","24890","22150"
"Leaver Dept.","2023","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Cabinet Office (excl. agencies)","145","[c]","38530","34550"
"Leaver Dept.","2023","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","15","[c]","42990","35790"
